Latitude,Longitude,Price_INR,Locality,SuperBuiltUpArea_sqft
23.055998,72.464948,2000000,Bopal,436
28.474616,77.044204,25730000,Noida-Sector 76,2432
22.953846,72.462626,19410000,Vastrapur,3630
28.46964,77.015825,16730000,Dwarka,1933
13.018944,80.275716,19420000,Velachery,2159
17.477775,78.533242,15710000,Gachibowli,1932
23.074039,72.485261,19110000,Satellite,4042
12.9298,77.776838,36840000,Sarjapur Road,3397
13.067311,77.658432,20810000,Koramangala,2679
13.093252,80.281455,5570000,OMR,689
18.634461,73.809868,11580000,Kharadi,1351
28.484835,77.48987,63870000,Noida-Sector 76,4238
18.530118,73.78261,33200000,Baner,3221
22.543452,88.315054,8800000,Jadavpur,1134
22.904182,72.460104,4240000,Vastrapur,833
18.546088,73.840787,7550000,Viman Nagar,781
13.146615,77.788412,10420000,Marathahalli,1172
13.176111,80.266676,20940000,Porur,2586
13.102685,77.587158,12590000,Whitefield,1705
13.020344,77.725894,17650000,Marathahalli,1608
18.97532,72.946934,8700000,Bandra West,573
13.028099,77.739536,6350000,Banashankari,770
22.938256,72.568468,14650000,Satellite,2730
13.014047,80.327432,12290000,Porur,1644
28.751645,77.44107,20330000,Gurugram-DLF Phase 3,1953
18.547388,73.868974,8590000,Kothrud,1101
12.994318,80.200171,32560000,Velachery,3406
13.088731,80.241926,28860000,OMR,2738
23.128247,72.421286,10450000,Bopal,2048
12.931624,77.725306,15850000,Indiranagar,1485
12.915543,80.302962,14740000,T Nagar,1714
13.006708,77.567189,4230000,HSR Layout,509
22.553937,88.323277,4420000,New Town,711
22.549731,88.413674,3900000,Tollygunge,574
23.104843,72.664244,10750000,Prahlad Nagar,2375
13.132071,80.235038,7290000,T Nagar,885
22.451549,88.455226,12720000,Salt Lake,1739
13.096384,80.208981,15460000,Adyar,1766
19.233538,72.833228,93340000,Andheri West,5441
12.859357,77.506648,12410000,Koramangala,1338
28.495456,77.470395,13330000,Gurugram-DLF Phase 3,1349
28.393025,77.403594,12890000,Noida-Sector 62,1307
18.628212,73.776807,20760000,Wakad,2624
12.838404,77.672446,18220000,Banashankari,2416
28.428666,77.06795,13000000,Noida-Sector 76,1352
22.622451,88.384046,9830000,Tollygunge,1139
17.265976,78.358955,9840000,Banjara Hills,1189
19.093516,72.882527,29120000,Andheri West,2032
23.08007,72.585422,14220000,Bodakdev,2400
12.920109,80.251006,24600000,T Nagar,2867
28.333779,77.45738,5880000,Gurugram-DLF Phase 3,740
22.996829,72.538339,5100000,Prahlad Nagar,1127
18.951099,72.840505,18130000,Goregaon East,1229
17.364958,78.49613,12120000,Gachibowli,1497
17.485273,78.441432,16660000,Banjara Hills,2208
22.570495,88.425663,19910000,Tollygunge,2507
13.112869,77.532686,30230000,Sarjapur Road,3116
22.927657,72.445893,4900000,Bodakdev,905
22.982863,72.637104,3430000,Vastrapur,621
17.446387,78.59819,10420000,Kukatpally,1042
22.928076,72.669263,11290000,Prahlad Nagar,2386
18.501495,73.893446,27910000,Aundh,3532
19.229913,72.808672,6820000,Vile Parle,495
22.524879,88.428237,7370000,Rajarhat,1159
13.006743,80.243688,27520000,Sholinganallur,2517
17.268186,78.430356,11330000,Manikonda,1564
23.061753,72.552942,20140000,Prahlad Nagar,3606
17.32272,78.301037,9060000,Gachibowli,1122
13.037246,80.164278,15050000,Velachery,1680
18.986844,72.913034,52210000,Bandra West,2874
22.463007,88.40145,12270000,Jadavpur,1676
23.044965,72.458798,13760000,Maninagar,2456
19.266006,72.757609,26870000,Navi Mumbai-Kharghar,1839
18.496737,73.903668,26330000,Aundh,2847
23.063158,72.45117,9250000,Bopal,1774
17.483002,78.384429,11950000,Madhapur,1413
22.963578,72.586491,12880000,Thaltej,2219
13.133995,80.161722,22990000,Sholinganallur,2629
22.61138,88.398629,30780000,Behala,3545
22.907006,72.467096,6830000,Satellite,1110
22.600766,88.349828,4090000,Salt Lake,662
22.566021,88.30829,12000000,Jadavpur,1628
22.616705,88.39638,22210000,Rajarhat,2839
13.078209,80.193909,23010000,Velachery,2561
22.478737,88.363673,6460000,Jadavpur,713
12.912958,80.221346,25560000,Adyar,2833
12.982792,77.545223,12300000,Hebbal,1422
17.268459,78.30436,3960000,Kukatpally,562
22.632678,88.3222,23410000,Tollygunge,2568
22.925218,72.443523,2740000,Maninagar,628
22.942944,72.439253,9760000,Bodakdev,2153
23.028559,72.50004,6650000,Vastrapur,1225
19.198804,72.788122,17250000,Goregaon East,1187
18.572958,73.837036,15630000,Aundh,1688
19.120501,72.764884,43400000,Goregaon East,2510
22.988222,72.550116,2540000,Bopal,554
18.560801,73.890082,14480000,Hinjawadi,1597
19.267204,72.829519,11520000,Powai,808
12.957393,80.237056,24770000,T Nagar,2644
28.728767,76.923094,14520000,Ghaziabad-Indirapuram,1630
22.579968,88.398828,3660000,New Town,519
17.479398,78.488321,11640000,Banjara Hills,1758
22.587407,88.48849,14820000,Behala,1442
22.632665,88.460855,9150000,Jadavpur,1222
12.880868,77.616438,13940000,HSR Layout,1773
18.949802,72.870997,25410000,Andheri West,1483
23.073695,72.542687,21330000,Vastrapur,3704
12.947778,80.195688,13790000,OMR,1537
18.603764,73.92632,4820000,Kothrud,519
22.916723,72.642978,5710000,Prahlad Nagar,1132
18.531362,73.904665,4800000,Wakad,614
19.180167,72.794351,25400000,Powai,1592
19.246575,72.874438,19910000,Thane West,1351
28.309936,77.389098,13130000,Ghaziabad-Indirapuram,1527
13.047176,80.268081,4820000,Sholinganallur,583
13.112689,77.736448,30540000,Marathahalli,3256
13.130209,80.21903,9090000,T Nagar,1059
18.610188,73.774273,9960000,Wakad,1309
28.5578,77.477831,21860000,Noida-Sector 62,2334
22.57406,88.492716,7270000,New Town,1229
13.05029,80.28367,28250000,Velachery,2836
18.959701,72.860944,23590000,Goregaon East,1577
19.140059,72.764506,29070000,Goregaon East,1879
23.007219,72.664448,6370000,Prahlad Nagar,1336
22.909157,72.549946,9070000,Bodakdev,1617
18.527105,73.89345,17740000,Aundh,2108
17.402001,78.359884,22430000,Madhapur,2450
18.600052,73.90753,18260000,Wakad,2073
18.524643,73.806393,28290000,Viman Nagar,2864
13.178082,80.162714,20970000,OMR,1821
28.682937,77.050383,12500000,Gurugram-Sector 56,1431
13.144545,77.687805,24270000,Koramangala,2598
12.930049,77.564215,10530000,Hebbal,1152
12.875979,77.551187,33200000,Koramangala,2721
19.230257,72.882986,23830000,Goregaon East,1586
18.645019,73.865297,7260000,Wakad,935
17.486845,78.471556,12320000,Gachibowli,1674
18.632945,73.866552,9690000,Baner,1129
23.039926,72.479396,7830000,Vastrapur,1514
22.953417,72.694548,8010000,Bopal,1901
17.465551,78.576564,19390000,Madhapur,2518
13.171796,80.295323,11790000,Porur,1353
22.500881,88.44948,44100000,Behala,5523
17.33607,78.301288,12870000,Kondapur,1972
18.566899,73.924755,10190000,Kothrud,1349
13.078098,77.705279,14230000,Koramangala,1586
19.231816,72.902346,44810000,Navi Mumbai-Kharghar,2843
28.413928,77.322808,11340000,Noida-Sector 62,1153
17.54836,78.431011,3470000,Kondapur,575
28.508334,77.444003,6970000,Gurugram-Sector 56,775
13.140155,80.160749,10060000,OMR,1064
22.913433,72.506698,7730000,Thaltej,1579
17.36532,78.438836,20060000,Gachibowli,2359
12.906052,80.299646,6540000,Anna Nagar,734
23.073511,72.610734,4440000,Prahlad Nagar,1070
28.413335,76.952847,14980000,Faridabad-Sector 21,1787
17.456969,78.559714,13590000,Kukatpally,1672
18.483873,73.863481,22050000,Baner,3184
28.558707,76.968811,27150000,Gurugram-Sector 56,2836
19.050616,72.772107,45740000,Mulund,2865
17.320824,78.343646,4310000,Kukatpally,758
13.137599,77.701315,33740000,Whitefield,2797
19.192117,72.828037,43300000,Thane West,2599
13.104876,77.684388,10660000,Marathahalli,1357
22.45525,88.385972,4700000,Rajarhat,650
28.442478,77.028603,7800000,Noida-Sector 62,695
19.174729,72.775798,21870000,Andheri West,1276
28.315787,77.408275,12930000,Noida-Sector 62,1467
28.407727,76.901044,15130000,Gurugram-DLF Phase 3,1675
17.25964,78.416119,18820000,Manikonda,2381
19.007357,72.837972,24240000,Mulund,1580
19.015428,72.877378,21240000,Goregaon East,1525
28.62661,77.486283,4580000,Noida-Sector 62,527
13.126935,80.309998,11900000,Sholinganallur,1221
22.471753,88.497941,5440000,New Town,674
13.082312,80.153494,8550000,Adyar,1038
23.030559,72.533635,18130000,Vastrapur,3432
12.918414,80.28446,11900000,Anna Nagar,1361
23.025119,72.450208,8400000,Bopal,1697
12.96297,77.728527,35380000,Sarjapur Road,3905
28.780869,77.300102,14570000,Noida-Sector 62,1799
22.460859,88.30718,12600000,Jadavpur,1723
28.707406,77.273576,5160000,Dwarka,623
12.814136,77.703557,10670000,Sarjapur Road,1200
12.886515,77.562548,9510000,Yelahanka,1167
22.552377,88.398367,23490000,New Town,3054
18.452421,73.865637,14520000,Wakad,1697
12.930685,80.15431,6490000,T Nagar,844
22.956402,72.624858,10430000,Vastrapur,2399
28.550745,77.104185,4770000,Dwarka,545
23.134121,72.674424,10840000,Thaltej,1923
28.566727,76.968502,29630000,Faridabad-Sector 21,3421
12.869322,77.572426,20490000,HSR Layout,1957
12.939492,77.573409,11360000,Hebbal,1556
18.970713,72.830131,46970000,Vile Parle,2901
28.526777,77.089726,10670000,Noida-Sector 62,1249
18.526692,73.822407,4090000,Hinjawadi,563
12.965414,77.736872,19950000,Banashankari,2182
12.937422,80.312154,7090000,T Nagar,855
19.087756,72.833194,19480000,Navi Mumbai-Kharghar,1216
13.186285,80.269348,11240000,OMR,1283
28.77686,77.297997,27650000,Gurugram-Sector 56,2280
22.581517,88.397959,17540000,New Town,2417
17.363936,78.358428,14210000,Manikonda,1902
28.512192,77.458593,4650000,Dwarka,547
23.131931,72.610048,26340000,Thaltej,3277
28.470089,77.267032,14380000,Noida-Sector 62,1534
12.861642,77.741882,16550000,HSR Layout,2329
23.047915,72.550792,10160000,Vastrapur,2092
17.262342,78.338783,19740000,Banjara Hills,2438
18.609989,73.898834,16040000,Viman Nagar,1586
12.978018,77.688105,30090000,Hebbal,2620
18.486782,73.792685,13300000,Hinjawadi,1478
22.992609,72.697004,3510000,Satellite,674
28.662428,77.059943,11700000,Dwarka,1131
23.015075,72.599503,7310000,Prahlad Nagar,1531
17.263394,78.576201,12640000,Kondapur,1577
22.606709,88.496863,25300000,Rajarhat,2967
18.621445,73.92096,15080000,Aundh,1810
23.010793,72.690444,8090000,Vastrapur,1582
17.479874,78.484122,13760000,Manikonda,1733
12.997627,77.739225,26790000,Yelahanka,2679
22.531809,88.49876,28020000,New Town,3123
12.871164,77.574325,9490000,Banashankari,1172
13.009,77.6083,16480000,Sarjapur Road,1479
17.512471,78.514612,11420000,Kukatpally,1676
23.104159,72.500255,7840000,Satellite,1286
18.527542,73.826641,20210000,Viman Nagar,2373
13.061316,80.227011,17890000,Porur,1718
17.492232,78.407979,11880000,Manikonda,1673
12.931236,80.213394,12440000,Porur,1501
23.146254,72.586815,5010000,Thaltej,1020
28.312184,77.205452,20020000,Gurugram-DLF Phase 3,2138
19.008982,72.776195,17230000,Andheri West,1123
18.962698,72.897861,40080000,Powai,2690
18.479464,73.790127,25330000,Baner,2305
28.661985,76.937783,11320000,Noida-Sector 62,1138
18.503343,73.84309,24400000,Wakad,2329
28.556781,77.055542,22220000,Dwarka,2746
13.13153,77.618723,28680000,Sarjapur Road,2194
17.400156,78.318548,21790000,Jubilee Hills,2844
12.90041,80.325196,12150000,Anna Nagar,1494
12.943694,77.644948,13300000,Electronic City,1109
23.135303,72.565839,11490000,Maninagar,2053
18.526393,73.915988,16790000,Kharadi,2150
28.3798,77.40242,11390000,Dwarka,1283
17.329627,78.390629,14670000,Manikonda,2010
12.939225,80.202758,8250000,Adyar,1138
18.521393,73.783347,4710000,Baner,626
19.030602,72.902385,25420000,Goregaon East,1544
18.960018,72.869718,16980000,Thane West,1083
18.577403,73.768506,7330000,Aundh,742
22.578367,88.300732,22070000,Behala,3190
23.017832,72.645112,8870000,Bopal,1535
12.835673,77.552019,55090000,Yelahanka,4955
17.31218,78.59253,8220000,Kondapur,1107
28.350077,77.211906,32350000,Gurugram-DLF Phase 3,3964
19.020477,72.816292,44480000,Thane West,3013
28.485655,77.438468,15930000,Noida-Sector 76,1463
18.552474,73.78602,6070000,Aundh,842
12.849205,77.573641,10450000,Hebbal,1071
22.470792,88.390873,5500000,Behala,716
18.526107,73.788926,13070000,Hinjawadi,1496
28.703252,76.907439,8500000,Noida-Sector 62,884
23.06481,72.64885,14730000,Thaltej,2723
22.647113,88.483011,27020000,Rajarhat,3181
22.459855,88.308814,30920000,Behala,3314
13.004931,80.335451,42280000,Adyar,3506
13.08331,80.269895,10560000,Porur,996
22.934431,72.638243,11560000,Bopal,2504
28.568968,76.990876,4330000,Gurugram-DLF Phase 3,517
13.049633,80.335892,14750000,T Nagar,2062
17.271583,78.406556,10510000,Jubilee Hills,1382
17.490398,78.443656,21100000,Madhapur,2801
13.111749,77.799268,10700000,Banashankari,1344
17.429012,78.510043,12560000,Jubilee Hills,1659
28.79912,76.915527,9600000,Dwarka,1091
22.526192,88.343315,15260000,Tollygunge,1911
13.021865,77.536247,20760000,Hebbal,2427
23.142488,72.415821,11110000,Maninagar,2006
23.143447,72.690664,9280000,Prahlad Nagar,2239
22.523895,88.387082,22910000,Salt Lake,2807
17.426613,78.431635,18250000,Banjara Hills,2140
18.468291,73.851044,15600000,Baner,1810
18.630785,73.840625,35480000,Kothrud,2785
17.308698,78.428875,5990000,Madhapur,847
22.532097,88.308021,14650000,Behala,1557
12.975798,80.235001,4240000,Velachery,568
22.547883,88.431806,3890000,Rajarhat,601
23.021652,72.570132,6230000,Maninagar,1454
22.959881,72.682173,8920000,Thaltej,1786
22.453951,88.467429,6540000,New Town,760
12.994558,80.275325,12230000,Adyar,1383
28.429632,77.050705,18180000,Ghaziabad-Indirapuram,2338
17.35554,78.360781,12380000,Kukatpally,1476
19.175353,72.761804,58090000,Goregaon East,2913
19.296258,72.78128,25560000,Goregaon East,1802
28.485865,77.497498,42230000,Noida-Sector 62,3816
18.620788,73.901407,3220000,Baner,444
22.991314,72.546375,13640000,Bodakdev,3201
22.466583,88.354185,5230000,Behala,761
28.450483,76.903036,20040000,Faridabad-Sector 21,2206
19.074505,72.818956,11450000,Goregaon East,785
17.259493,78.34388,25680000,Gachibowli,3030
17.42378,78.578632,30720000,Manikonda,3141
18.535138,73.887285,12510000,Hinjawadi,1497
18.971427,72.784526,50840000,Goregaon East,3776
28.354921,77.36629,56720000,Dwarka,6033
12.887823,77.745758,11380000,Koramangala,1147
18.516415,73.80415,9920000,Baner,1080
18.537654,73.780778,22480000,Viman Nagar,2250
23.072788,72.413078,35080000,Vastrapur,6495
17.363775,78.35442,13090000,Gachibowli,1742
28.455826,77.303778,25340000,Faridabad-Sector 21,2402
13.07766,80.195389,36360000,Adyar,3488
18.961049,72.855097,111290000,Bandra West,5471
22.983522,72.500773,11050000,Maninagar,2579
28.486322,76.964714,12590000,Noida-Sector 62,1553
17.453434,78.308876,16870000,Gachibowli,2141
28.515758,77.177686,40170000,Ghaziabad-Indirapuram,3467
18.463839,73.897812,21140000,Kharadi,2537
12.914294,80.279233,14840000,T Nagar,1520
22.566301,88.312244,5520000,New Town,735
17.341208,78.347568,8150000,Banjara Hills,1167
12.997927,80.203299,29400000,Anna Nagar,2819
18.6494,73.897213,10980000,Hinjawadi,1158
13.104721,80.266543,43750000,Velachery,5192
13.069502,80.269147,13680000,Anna Nagar,1635
23.129233,72.499968,14820000,Thaltej,3217
18.601921,73.923253,30470000,Kothrud,2912
28.519304,77.407879,26100000,Ghaziabad-Indirapuram,2709
18.497047,73.828738,9530000,Viman Nagar,1080
19.297541,72.877672,15350000,Vile Parle,934
13.160871,80.267242,24780000,Adyar,2437
12.811937,77.736887,24640000,Marathahalli,2627
22.593746,88.301807,14400000,Behala,2125
12.963991,77.632915,12670000,Koramangala,1323
13.028392,77.49784,4810000,Koramangala,584
12.933744,80.321405,22240000,Velachery,2132
12.907596,77.598929,19580000,Electronic City,2323
22.641241,88.474173,16030000,Salt Lake,2089
19.234826,72.787299,49540000,Powai,2514
12.955617,80.183787,17130000,T Nagar,1897
22.91286,72.624441,4330000,Satellite,761
13.146237,80.312313,11470000,T Nagar,1285
19.084834,72.916648,72600000,Vile Parle,3723
22.571796,88.461168,18960000,Rajarhat,2356
12.859253,77.755118,11800000,Electronic City,1166
13.032208,80.288109,11280000,Sholinganallur,1542
12.801201,77.771115,19670000,Marathahalli,2294
23.010333,72.402659,8190000,Satellite,1630
12.967787,80.155177,12250000,Sholinganallur,1453
18.517037,73.761549,30730000,Baner,3864
13.090309,77.610218,17390000,Yelahanka,1721
13.06743,77.478124,14070000,Yelahanka,1680
18.643427,73.831741,42240000,Kothrud,4803
28.338816,77.384852,25220000,Noida-Sector 76,2614
12.872965,77.68871,16050000,Hebbal,2034
23.133413,72.411569,9760000,Bodakdev,1879
22.995909,72.619677,20470000,Satellite,2858
13.195029,80.298332,5280000,T Nagar,783
18.562629,73.823823,26010000,Baner,2729
18.645383,73.916743,21260000,Viman Nagar,2352
19.074457,72.914984,21140000,Vile Parle,1194
28.732976,77.135676,5270000,Noida-Sector 62,668
22.628691,88.364937,10990000,Salt Lake,1360
23.143922,72.652846,8850000,Thaltej,1476
23.088743,72.621809,20020000,Bodakdev,4041
18.479021,73.792001,7160000,Baner,712
12.968303,77.529054,31380000,Hebbal,2904
23.106299,72.693561,8470000,Prahlad Nagar,1530
18.545603,73.832408,11170000,Baner,1282
28.716225,77.379981,14080000,Noida-Sector 76,1636
22.99567,72.44605,3060000,Vastrapur,624
28.495505,77.33829,22430000,Noida-Sector 62,2054
18.450431,73.909587,14400000,Aundh,1819
22.601465,88.482562,13810000,Rajarhat,2217
28.732436,77.436499,27900000,Dwarka,2797
18.478398,73.828993,6420000,Wakad,814
23.045555,72.507001,12050000,Satellite,2469
22.548389,88.406803,20170000,Jadavpur,2308
18.4708,73.943905,9690000,Wakad,1018
18.618277,73.883489,30300000,Aundh,2753
18.603821,73.804135,19710000,Kharadi,1946
13.022772,80.193085,30230000,Anna Nagar,3133
28.487357,77.123421,28480000,Noida-Sector 62,2740
13.057616,77.521153,27510000,Whitefield,2492
13.000416,80.258421,15170000,Velachery,1531
18.503405,73.907421,16150000,Baner,2075
17.330802,78.32361,51630000,Manikonda,6557
28.534222,77.068909,17880000,Noida-Sector 62,2130
28.423476,77.106942,16800000,Dwarka,1989
18.455445,73.844088,9850000,Baner,1132
17.325281,78.49637,19280000,Kukatpally,2219
19.183287,72.875244,33030000,Goregaon East,1895
28.428216,77.227106,5560000,Faridabad-Sector 21,742
13.072609,77.798955,23950000,Sarjapur Road,2368
13.179829,80.192262,22320000,Sholinganallur,1899
19.283401,72.754632,18320000,Mulund,1183
13.071167,80.268745,28710000,Anna Nagar,3403
22.949669,72.516757,6150000,Maninagar,1143
19.054006,72.807562,28980000,Vile Parle,1684
22.462359,88.363019,23440000,Jadavpur,2441
23.053191,72.548,16830000,Bopal,2862
19.191284,72.870217,14530000,Thane West,934
22.524566,88.312717,13710000,Behala,1717
18.52226,73.939764,28670000,Kothrud,3564
12.943278,80.22877,32600000,OMR,3122
28.764591,77.185721,32030000,Noida-Sector 76,2869
28.587806,77.430646,21870000,Noida-Sector 62,2036
18.645858,73.803271,38410000,Baner,3871
18.950911,72.929999,12790000,Navi Mumbai-Kharghar,767
23.085074,72.68891,10360000,Satellite,2092
17.48895,78.589697,4710000,Kukatpally,697
18.616493,73.796441,30050000,Kharadi,3270
28.692596,76.911403,22360000,Noida-Sector 62,2461
19.277116,72.773559,75440000,Mulund,3982
17.375112,78.43745,13100000,Banjara Hills,1504
17.316088,78.342492,7400000,Manikonda,964
17.393836,78.323841,10630000,Manikonda,1571
18.61483,73.863626,18830000,Kharadi,2469
22.513261,88.318855,10550000,Tollygunge,1630
12.955813,77.613677,8390000,Yelahanka,848
28.662687,77.488988,9160000,Gurugram-Sector 56,1087
28.750732,77.432693,3620000,Noida-Sector 62,473
17.530575,78.357227,8660000,Jubilee Hills,1135
18.944462,72.819571,12390000,Mulund,719
18.511546,73.790763,7900000,Wakad,819
23.02929,72.697253,13470000,Vastrapur,2486
12.92271,77.641792,21690000,Marathahalli,2732
18.526323,73.793794,30660000,Kothrud,3350
13.150465,80.190364,22960000,Sholinganallur,2892
19.080842,72.870222,39380000,Goregaon East,2555
22.589456,88.32704,25260000,Tollygunge,3358
28.607041,77.411588,14860000,Dwarka,1745
13.140416,80.309837,28800000,Sholinganallur,3494
12.951023,80.157657,4790000,Porur,676
17.278388,78.518136,12040000,Gachibowli,1966
18.584653,73.784576,31010000,Kothrud,3030
12.920563,77.761139,9100000,Electronic City,1042
18.581123,73.858093,13520000,Kharadi,1521
18.934691,72.854855,35890000,Andheri West,1833
13.007479,77.581743,27540000,Banashankari,2751
18.530767,73.883697,8900000,Kothrud,1313
22.5805,88.321857,7060000,New Town,810
18.62748,73.871418,42840000,Kharadi,3531
22.920835,72.538143,9810000,Bopal,2086
12.876637,77.470188,10850000,Electronic City,1070
12.923887,77.490725,8690000,Sarjapur Road,1007
23.092544,72.48798,17540000,Prahlad Nagar,3609
12.988443,77.497536,14860000,Koramangala,1685
22.960936,72.462052,11270000,Bodakdev,2415
19.01974,72.931921,25090000,Goregaon East,1476
18.582361,73.918879,13380000,Kharadi,1539
28.331036,77.051395,22940000,Ghaziabad-Indirapuram,2238
22.906242,72.616645,5490000,Bopal,1009
13.151804,80.244847,20630000,Porur,2298
17.525797,78.529965,17470000,Jubilee Hills,2273
12.867749,77.479231,14040000,Hebbal,1765
23.025319,72.598756,4970000,Bopal,1058
18.94819,72.799333,69070000,Vile Parle,4362
13.030062,77.640076,31250000,HSR Layout,3632
23.127893,72.475885,19980000,Vastrapur,3809
18.472731,73.877212,37380000,Baner,4562
18.944463,72.791479,24980000,Thane West,1825
28.708748,77.305215,8520000,Gurugram-Sector 56,986
18.514,73.786886,14920000,Kharadi,1492
12.848829,77.739962,9310000,HSR Layout,953
13.138569,80.153162,18220000,OMR,2004
18.512436,73.788413,10010000,Kharadi,1121
17.262891,78.320937,36460000,Gachibowli,3354
18.562394,73.787906,26220000,Kothrud,2955
17.370755,78.372585,35130000,Jubilee Hills,3409
23.140279,72.600546,18200000,Bodakdev,3891
18.481911,73.943381,19460000,Wakad,2695
17.327589,78.351678,17600000,Kukatpally,2350
18.523865,73.920027,13700000,Baner,1596
12.895006,77.498653,30950000,Whitefield,2741
13.128484,77.667834,21760000,Sarjapur Road,1835
22.508954,88.336077,11290000,Tollygunge,1459
22.54684,88.485109,5200000,Behala,732
18.63948,73.907065,36540000,Kothrud,3642
17.304817,78.574114,15730000,Madhapur,2037
22.622962,88.485362,13430000,Behala,1856
23.000336,72.607306,11520000,Thaltej,2305
22.46594,88.426637,21240000,Jadavpur,2581
19.088859,72.877611,13110000,Goregaon East,825
17.392783,78.401649,15850000,Manikonda,1559
12.890834,77.725531,19050000,Marathahalli,1663
28.375842,76.914584,12910000,Noida-Sector 76,1402
18.484619,73.805727,5160000,Aundh,648
22.540946,88.309647,7060000,Rajarhat,778
28.523067,76.978086,12210000,Ghaziabad-Indirapuram,1561
12.948681,80.199777,11430000,Velachery,1183
12.862404,77.499305,14020000,Whitefield,1543
19.073644,72.84405,21210000,Powai,1256
12.933847,80.15984,13960000,Velachery,1847
17.473152,78.334614,6220000,Madhapur,858
17.452221,78.387637,12580000,Jubilee Hills,1362
23.103997,72.457428,3580000,Vastrapur,674
17.384369,78.495933,22900000,Kondapur,2739
13.169214,80.158649,27530000,Adyar,3167
12.979104,77.61417,22160000,Banashankari,2626
12.894308,77.604232,13420000,Whitefield,1448
18.473215,73.908415,30580000,Baner,2873
17.479159,78.416567,9990000,Madhapur,1247
18.48882,73.907557,8590000,Kothrud,1060
23.068259,72.412883,17780000,Maninagar,2775
28.484475,77.377902,22490000,Ghaziabad-Indirapuram,2263
17.389123,78.368596,14160000,Gachibowli,1638
18.463055,73.944901,13540000,Aundh,1827
28.751041,77.460013,22460000,Gurugram-Sector 56,2522
17.32238,78.556192,22830000,Kukatpally,2469
12.941026,77.722508,7250000,Indiranagar,794
22.609003,88.465598,12500000,Behala,1629
13.051689,77.546619,30630000,Electronic City,3660
12.802269,77.697321,38770000,Koramangala,3462
28.470785,77.350666,16320000,Noida-Sector 76,1841
19.145764,72.801863,14350000,Thane West,700
22.96703,72.501954,10980000,Thaltej,2318
12.886071,77.629255,21620000,Electronic City,2272
18.943558,72.947143,28670000,Goregaon East,1697
23.046644,72.550549,2630000,Prahlad Nagar,605
13.022065,77.558027,6550000,Hebbal,718
13.052809,80.158233,26590000,Sholinganallur,2909
22.566046,88.32714,4090000,Salt Lake,639
18.547129,73.938517,19890000,Viman Nagar,2061
13.148939,80.244669,10840000,OMR,1527
28.719555,77.051057,10350000,Noida-Sector 76,1280
28.544123,77.019755,16930000,Noida-Sector 62,1887
12.964576,77.567467,14440000,Indiranagar,1586
17.263157,78.318819,19410000,Kukatpally,2021
13.064875,77.73517,15880000,Sarjapur Road,1631
22.487743,88.424549,18920000,Behala,2119
23.149707,72.504391,7780000,Vastrapur,1558
12.860529,77.505911,9610000,Hebbal,1087
13.178339,80.302781,62630000,OMR,6280
17.308327,78.572926,9810000,Gachibowli,1449
28.445281,77.464417,32840000,Noida-Sector 76,2748
18.951394,72.894763,35430000,Vile Parle,2052
28.668341,76.986579,22190000,Faridabad-Sector 21,2341
18.645499,73.795133,29440000,Baner,3100
23.090888,72.492876,2330000,Maninagar,465
13.049175,77.666967,20610000,Sarjapur Road,2205
22.587588,88.357523,7920000,Salt Lake,1002
17.276903,78.519556,10740000,Manikonda,1528
28.533595,77.3537,23570000,Gurugram-DLF Phase 3,2255
22.620766,88.35924,9020000,Tollygunge,1305
22.943717,72.645064,7420000,Maninagar,1350
17.399521,78.349338,14160000,Kukatpally,1901
18.498732,73.903845,19080000,Kothrud,2400
22.532253,88.40222,10970000,New Town,1665
28.541598,77.028049,42580000,Ghaziabad-Indirapuram,3933
23.050395,72.451128,9130000,Bopal,1987
13.046525,80.204715,33760000,T Nagar,3097
12.981034,80.176934,10390000,Velachery,1304
22.943163,72.418154,11930000,Thaltej,2461
28.64542,76.92346,7660000,Dwarka,781
13.130681,80.169889,15040000,Velachery,1759
18.475385,73.76892,48590000,Aundh,5897
28.557206,77.261006,3240000,Faridabad-Sector 21,436
17.43558,78.382306,7580000,Gachibowli,924
28.379835,77.351329,12510000,Noida-Sector 62,1600
18.579539,73.923063,13980000,Kharadi,1788
23.013799,72.457683,6150000,Thaltej,1135
18.965068,72.853538,59990000,Vile Parle,3405
13.019676,77.672642,7720000,Yelahanka,1042
23.009301,72.54979,5480000,Bopal,1017
18.599906,73.848018,20950000,Hinjawadi,1985
13.186855,80.238699,25820000,Adyar,2701
18.492658,73.779152,29070000,Wakad,2662
28.483842,77.275463,15700000,Faridabad-Sector 21,1589
19.180638,72.871273,42030000,Goregaon East,2828
12.89476,77.59139,37010000,Hebbal,4213
13.062367,77.627263,15000000,Banashankari,1664
18.520367,73.829568,6730000,Hinjawadi,854
28.45756,77.233362,6320000,Noida-Sector 62,767
19.269757,72.946395,49690000,Powai,3492
13.139731,77.559013,18210000,Hebbal,1672
17.304165,78.58259,12060000,Banjara Hills,1480
22.996489,72.609286,9570000,Prahlad Nagar,2007
12.887611,77.554307,13210000,Hebbal,1323
13.114422,80.263753,8750000,Velachery,1107
17.431802,78.577822,29960000,Kondapur,3788
28.767002,77.170806,55230000,Noida-Sector 62,4406
17.291425,78.449834,7310000,Banjara Hills,816
22.598885,88.4427,29370000,Salt Lake,3029
17.400616,78.55558,7830000,Banjara Hills,876
